"","Year","Month","GEO","Value","Type"
"3174",2002," Mar","Manitoba"," $53.76","Revenue per Available Room"
"3175",2002," Mar","New Brunswick"," $41.83","Revenue per Available Room"
"3176",2002," Mar","Nova Scotia"," $56.53","Revenue per Available Room"
"3177",2002," Mar","Ontario"," $70.78","Revenue per Available Room"
"3178",2002," Mar","Quebec"," $66.99","Revenue per Available Room"
"3179",2002," Mar","Saskatchewan"," $48.56","Revenue per Available Room"
"3180",2002," Mar","Newfoundland"," $49.77","Revenue per Available Room"
"3181",2002," May","Southern Ontario"," $104.48","Average Daily Rate"
"3182",2002," May","Kitchener Waterloo Cambridge Guelph"," $92.19","Average Daily Rate"
"3183",2002," May","Hamilton Brantford"," $92.13","Average Daily Rate"
"3184",2002," May","North Eastern Ontario"," $80.6","Average Daily Rate"
"3185",2002," May","North Bay"," $87.76","Average Daily Rate"
"3186",2002," May","Sudbury"," $82.59","Average Daily Rate"
"3187",2002," May","North Central Ontario"," $0","Average Daily Rate"
"3188",2002," May","Sault Ste Marie"," $78.24","Average Daily Rate"
"3189",2002," May","North Western Ontario"," $84.29","Average Daily Rate"
"3190",2002," May","Thunder Bay"," ","Average Daily Rate"
"3191",2002," May","Greater Toronto Area"," $129.57","Average Daily Rate"
"3192",2002," May","Downtown Toronto"," $167.62","Average Daily Rate"
"3193",2002," May","Toronto Airport"," $113.53","Average Daily Rate"
"3194",2002," May","GTA West"," $96.78","Average Daily Rate"
"3195",2002," May","GTA East North"," $99.83","Average Daily Rate"
"3196",2002," May","London"," $92.99","Average Daily Rate"
"3197",2002," May","Windsor"," $108.81","Average Daily Rate"
"3198",2002," May","Niagara Falls"," $124.22","Average Daily Rate"
"3199",2002," May","Other Niagara Region"," $87.4","Average Daily Rate"
"3200",2002," May","Other Southern Ontario"," $93.99","Average Daily Rate"
"3201",2002," May","Eastern Ontario"," $94.67","Average Daily Rate"
"3202",2002," May","Kingston"," $112.75","Average Daily Rate"
"3203",2002," May","Other Eastern Ontario"," $84.35","Average Daily Rate"
"3204",2002," May","Ottawa"," $129.05","Average Daily Rate"
"3205",2002," May","Downtown Ottawa"," $137.82","Average Daily Rate"
"3206",2002," May","Ottawa West"," $109","Average Daily Rate"
"3207",2002," May","Ottawa East"," $85.22","Average Daily Rate"
"3208",2002," May","Greater Vancouver"," $124.89","Average Daily Rate"
"3209",2002," May","Central Ontario"," $107.42","Average Daily Rate"
"3210",2002," May","Downtown Vancouver"," $152.38","Average Daily Rate"
"3211",2002," May","Vancouver Island"," $118.18","Average Daily Rate"
"3212",2002," May","Whistler Resort Area"," $128.82","Average Daily Rate"
"3213",2002," May","Alberta Resorts"," $174.2","Average Daily Rate"
"3214",2002," May","Calgary"," $101.83","Average Daily Rate"
"3215",2002," May","Edmonton"," $88.7","Average Daily Rate"
"3216",2002," May","Regina"," $79.89","Average Daily Rate"
"3217",2002," May","Winnipeg"," $96.39","Average Daily Rate"
"3218",2002," May","Greater Montreal"," $140.89","Average Daily Rate"
"3219",2002," May","Downtown Montreal"," $153.26","Average Daily Rate"
"3220",2002," May","Montreal Airport Laval"," $102.1","Average Daily Rate"
"3221",2002," May","Greater Quebec City"," $136.73","Average Daily Rate"
"3222",2002," May","Moncton"," $90.58","Average Daily Rate"
"3223",2002," May","Halifax Dartmouth"," $119.02","Average Daily Rate"
"3224",2002," May","St Johns"," $114.76","Average Daily Rate"
"3225",2002," May","Canada"," $113.78","Average Daily Rate"
"3226",2002," May","British Columbia"," $115.24","Average Daily Rate"
"3227",2002," May","Manitoba"," $94.09","Average Daily Rate"
"3228",2002," May","New Brunswick"," $87.31","Average Daily Rate"
"3229",2002," May","Nova Scotia"," $109.2","Average Daily Rate"
"3230",2002," May","Ontario"," $118.15","Average Daily Rate"
"3231",2002," May","Quebec"," $130.86","Average Daily Rate"
"3232",2002," May","Saskatchewan"," $81.34","Average Daily Rate"
"3233",2002," May","Newfoundland"," $103.72","Average Daily Rate"
"3234",2002," May","Southern Ontario"," 58.5%","Hotel Occupancy Rate"
"3235",2002," May","Kitchener Waterloo Cambridge Guelph"," 57.9%","Hotel Occupancy Rate"
"3236",2002," May","Hamilton Brantford"," 57.4%","Hotel Occupancy Rate"
"3237",2002," May","North Eastern Ontario"," 60.9%","Hotel Occupancy Rate"
"3238",2002," May","North Bay"," 56.4%","Hotel Occupancy Rate"
"3239",2002," May","Sudbury"," 67.1%","Hotel Occupancy Rate"
"3240",2002," May","North Central Ontario"," 0%","Hotel Occupancy Rate"
"3241",2002," May","Sault Ste Marie"," 49.7%","Hotel Occupancy Rate"
"3242",2002," May","North Western Ontario"," 75.6%","Hotel Occupancy Rate"
"3243",2002," May","Thunder Bay"," ","Hotel Occupancy Rate"
"3244",2002," May","Greater Toronto Area"," 64.3%","Hotel Occupancy Rate"
"3245",2002," May","Downtown Toronto"," 67.3%","Hotel Occupancy Rate"
"3246",2002," May","Toronto Airport"," 66.1%","Hotel Occupancy Rate"
"3247",2002," May","GTA West"," 61.4%","Hotel Occupancy Rate"
"3248",2002," May","GTA East North"," 60.1%","Hotel Occupancy Rate"
"3249",2002," May","London"," 56%","Hotel Occupancy Rate"
"3250",2002," May","Windsor"," 69.4%","Hotel Occupancy Rate"
"3251",2002," May","Niagara Falls"," 59.3%","Hotel Occupancy Rate"
"3252",2002," May","Other Niagara Region"," 49.8%","Hotel Occupancy Rate"
"3253",2002," May","Other Southern Ontario"," 56.9%","Hotel Occupancy Rate"
"3254",2002," May","Eastern Ontario"," 58.5%","Hotel Occupancy Rate"
"3255",2002," May","Kingston"," 64.9%","Hotel Occupancy Rate"
"3256",2002," May","Other Eastern Ontario"," 55.3%","Hotel Occupancy Rate"
"3257",2002," May","Ottawa"," 71.4%","Hotel Occupancy Rate"
"3258",2002," May","Downtown Ottawa"," 75%","Hotel Occupancy Rate"
"3259",2002," May","Ottawa West"," 58.5%","Hotel Occupancy Rate"
"3260",2002," May","Ottawa East"," 61.9%","Hotel Occupancy Rate"
"3261",2002," May","Greater Vancouver"," 68%","Hotel Occupancy Rate"
"3262",2002," May","Central Ontario"," 52.3%","Hotel Occupancy Rate"
"3263",2002," May","Downtown Vancouver"," 70%","Hotel Occupancy Rate"
"3264",2002," May","Vancouver Island"," 67.9%","Hotel Occupancy Rate"
"3265",2002," May","Whistler Resort Area"," 28.9%","Hotel Occupancy Rate"
"3266",2002," May","Alberta Resorts"," 57.6%","Hotel Occupancy Rate"
"3267",2002," May","Calgary"," 67.9%","Hotel Occupancy Rate"
"3268",2002," May","Edmonton"," 82.2%","Hotel Occupancy Rate"
"3269",2002," May","Regina"," 56.3%","Hotel Occupancy Rate"
"3270",2002," May","Winnipeg"," 67.9%","Hotel Occupancy Rate"
"3271",2002," May","Greater Montreal"," 76.5%","Hotel Occupancy Rate"
"3272",2002," May","Downtown Montreal"," 77.1%","Hotel Occupancy Rate"
"3273",2002," May","Montreal Airport Laval"," 74.4%","Hotel Occupancy Rate"
"3274",2002," May","Greater Quebec City"," 65.8%","Hotel Occupancy Rate"
"3275",2002," May","Moncton"," 59.4%","Hotel Occupancy Rate"
"3276",2002," May","Halifax Dartmouth"," 80.5%","Hotel Occupancy Rate"
"3277",2002," May","St Johns"," 72.8%","Hotel Occupancy Rate"
"3278",2002," May","Canada"," 64.1%","Hotel Occupancy Rate"
"3279",2002," May","British Columbia"," 61.8%","Hotel Occupancy Rate"
"3280",2002," May","Manitoba"," 64.9%","Hotel Occupancy Rate"
"3281",2002," May","New Brunswick"," 60.6%","Hotel Occupancy Rate"
"3282",2002," May","Nova Scotia"," 72.9%","Hotel Occupancy Rate"
"3283",2002," May","Ontario"," 62.7%","Hotel Occupancy Rate"
"3284",2002," May","Quebec"," 69%","Hotel Occupancy Rate"
"3285",2002," May","Saskatchewan"," 59.7%","Hotel Occupancy Rate"
"3286",2002," May","Newfoundland"," 65.5%","Hotel Occupancy Rate"
"3287",2002," May","Southern Ontario"," $61.13","Revenue per Available Room"
"3288",2002," May","Kitchener Waterloo Cambridge Guelph"," $53.4","Revenue per Available Room"
"3289",2002," May","Hamilton Brantford"," $52.88","Revenue per Available Room"
"3290",2002," May","North Eastern Ontario"," $49.09","Revenue per Available Room"
"3291",2002," May","North Bay"," $49.48","Revenue per Available Room"
"3292",2002," May","Sudbury"," $55.39","Revenue per Available Room"
"3293",2002," May","North Central Ontario"," $0","Revenue per Available Room"
"3294",2002," May","Sault Ste Marie"," $38.9","Revenue per Available Room"
"3295",2002," May","North Western Ontario"," $63.7","Revenue per Available Room"
"3296",2002," May","Thunder Bay"," ","Revenue per Available Room"
"3297",2002," May","Greater Toronto Area"," $83.26","Revenue per Available Room"
"3298",2002," May","Downtown Toronto"," $112.76","Revenue per Available Room"
"3299",2002," May","Toronto Airport"," $74.98","Revenue per Available Room"
"3300",2002," May","GTA West"," $59.42","Revenue per Available Room"
"3301",2002," May","GTA East North"," $59.98","Revenue per Available Room"
"3302",2002," May","London"," $52.08","Revenue per Available Room"
"3303",2002," May","Windsor"," $75.49","Revenue per Available Room"
"3304",2002," May","Niagara Falls"," $73.69","Revenue per Available Room"
"3305",2002," May","Other Niagara Region"," $43.53","Revenue per Available Room"
"3306",2002," May","Other Southern Ontario"," $53.44","Revenue per Available Room"
"3307",2002," May","Eastern Ontario"," $55.33","Revenue per Available Room"
"3308",2002," May","Kingston"," $73.21","Revenue per Available Room"
"3309",2002," May","Other Eastern Ontario"," $46.64","Revenue per Available Room"
"3310",2002," May","Ottawa"," $92.1","Revenue per Available Room"
"3311",2002," May","Downtown Ottawa"," $103.42","Revenue per Available Room"
"3312",2002," May","Ottawa West"," $63.78","Revenue per Available Room"
"3313",2002," May","Ottawa East"," $52.78","Revenue per Available Room"
"3314",2002," May","Greater Vancouver"," $84.97","Revenue per Available Room"
"3315",2002," May","Central Ontario"," $56.14","Revenue per Available Room"
"3316",2002," May","Downtown Vancouver"," $106.6","Revenue per Available Room"
"3317",2002," May","Vancouver Island"," $80.2","Revenue per Available Room"
"3318",2002," May","Whistler Resort Area"," $37.18","Revenue per Available Room"
"3319",2002," May","Alberta Resorts"," $100.31","Revenue per Available Room"
"3320",2002," May","Calgary"," $69.18","Revenue per Available Room"
"3321",2002," May","Edmonton"," $72.95","Revenue per Available Room"
"3322",2002," May","Regina"," $44.97","Revenue per Available Room"
"3323",2002," May","Winnipeg"," $65.41","Revenue per Available Room"
"3324",2002," May","Greater Montreal"," $107.81","Revenue per Available Room"
"3325",2002," May","Downtown Montreal"," $118.15","Revenue per Available Room"
"3326",2002," May","Montreal Airport Laval"," $75.98","Revenue per Available Room"
"3327",2002," May","Greater Quebec City"," $90.01","Revenue per Available Room"
"3328",2002," May","Moncton"," $53.81","Revenue per Available Room"
"3329",2002," May","Halifax Dartmouth"," $95.76","Revenue per Available Room"
"3330",2002," May","St Johns"," $83.56","Revenue per Available Room"
"3331",2002," May","Canada"," $72.91","Revenue per Available Room"
"3332",2002," May","British Columbia"," $71.23","Revenue per Available Room"
"3333",2002," May","Manitoba"," $61.04","Revenue per Available Room"
"3334",2002," May","New Brunswick"," $52.94","Revenue per Available Room"
"3335",2002," May","Nova Scotia"," $79.62","Revenue per Available Room"
"3336",2002," May","Ontario"," $74.12","Revenue per Available Room"
"3337",2002," May","Quebec"," $90.23","Revenue per Available Room"
"3338",2002," May","Saskatchewan"," $48.52","Revenue per Available Room"
"3339",2002," May","Newfoundland"," $67.92","Revenue per Available Room"
"3340",2002," Nov","Southern Ontario"," $97.14","Average Daily Rate"
"3341",2002," Nov","Kitchener Waterloo Cambridge Guelph"," $90.38","Average Daily Rate"
"3342",2002," Nov","Hamilton Brantford"," $91.2","Average Daily Rate"
"3343",2002," Nov","North Eastern Ontario"," $78.67","Average Daily Rate"
"3344",2002," Nov","North Bay"," $82.89","Average Daily Rate"
"3345",2002," Nov","Sudbury"," $81.55","Average Daily Rate"
"3346",2002," Nov","North Central Ontario"," $0","Average Daily Rate"
"3347",2002," Nov","Sault Ste Marie"," $77.82","Average Daily Rate"
"3348",2002," Nov","North Western Ontario"," $84.26","Average Daily Rate"
"3349",2002," Nov","Thunder Bay"," ","Average Daily Rate"
"3350",2002," Nov","Greater Toronto Area"," $126.9","Average Daily Rate"
"3351",2002," Nov","Downtown Toronto"," $151.58","Average Daily Rate"
"3352",2002," Nov","Toronto Airport"," $111.21","Average Daily Rate"
"3353",2002," Nov","GTA West"," $99.91","Average Daily Rate"
"3354",2002," Nov","GTA East North"," $107.82","Average Daily Rate"
"3355",2002," Nov","London"," $92.81","Average Daily Rate"
"3356",2002," Nov","Windsor"," $103.41","Average Daily Rate"
"3357",2002," Nov","Niagara Falls"," $107.91","Average Daily Rate"
"3358",2002," Nov","Other Niagara Region"," $85.59","Average Daily Rate"
"3359",2002," Nov","Other Southern Ontario"," $87.65","Average Daily Rate"
"3360",2002," Nov","Eastern Ontario"," $86.01","Average Daily Rate"
"3361",2002," Nov","Kingston"," $92.16","Average Daily Rate"
"3362",2002," Nov","Other Eastern Ontario"," $82.78","Average Daily Rate"
"3363",2002," Nov","Ottawa"," $123.48","Average Daily Rate"
"3364",2002," Nov","Downtown Ottawa"," $130.24","Average Daily Rate"
"3365",2002," Nov","Ottawa West"," $103.22","Average Daily Rate"
"3366",2002," Nov","Ottawa East"," $95.11","Average Daily Rate"
"3367",2002," Nov","Greater Vancouver"," $100.72","Average Daily Rate"
"3368",2002," Nov","Central Ontario"," $94.67","Average Daily Rate"
"3369",2002," Nov","Downtown Vancouver"," $116.78","Average Daily Rate"
"3370",2002," Nov","Vancouver Island"," $90.11","Average Daily Rate"
"3371",2002," Nov","Whistler Resort Area"," $124.46","Average Daily Rate"
"3372",2002," Nov","Alberta Resorts"," $121.41","Average Daily Rate"
"3373",2002," Nov","Calgary"," $102.23","Average Daily Rate"
"3374",2002," Nov","Edmonton"," $101.53","Average Daily Rate"
"3375",2002," Nov","Regina"," $86.73","Average Daily Rate"
"3376",2002," Nov","Winnipeg"," $94.56","Average Daily Rate"
"3377",2002," Nov","Greater Montreal"," $124.1","Average Daily Rate"
"3378",2002," Nov","Downtown Montreal"," $132.5","Average Daily Rate"
"3379",2002," Nov","Montreal Airport Laval"," $99.48","Average Daily Rate"
"3380",2002," Nov","Greater Quebec City"," $112.14","Average Daily Rate"
"3381",2002," Nov","Moncton"," $92.58","Average Daily Rate"
"3382",2002," Nov","Halifax Dartmouth"," $103.56","Average Daily Rate"
"3383",2002," Nov","St Johns"," $103.34","Average Daily Rate"
"3384",2002," Nov","Canada"," $105.34","Average Daily Rate"
"3385",2002," Nov","British Columbia"," $94.3","Average Daily Rate"
"3386",2002," Nov","Manitoba"," $88.79","Average Daily Rate"
"3387",2002," Nov","New Brunswick"," $83.99","Average Daily Rate"
"3388",2002," Nov","Nova Scotia"," $96.21","Average Daily Rate"
"3389",2002," Nov","Ontario"," $114.59","Average Daily Rate"
"3390",2002," Nov","Quebec"," $116.24","Average Daily Rate"
"3391",2002," Nov","Saskatchewan"," $86.25","Average Daily Rate"
"3392",2002," Nov","Newfoundland"," $95.98","Average Daily Rate"
"3393",2002," Nov","Southern Ontario"," 51.5%","Hotel Occupancy Rate"
"3394",2002," Nov","Kitchener Waterloo Cambridge Guelph"," 66%","Hotel Occupancy Rate"
"3395",2002," Nov","Hamilton Brantford"," 56.4%","Hotel Occupancy Rate"
"3396",2002," Nov","North Eastern Ontario"," 58.9%","Hotel Occupancy Rate"
"3397",2002," Nov","North Bay"," 49.8%","Hotel Occupancy Rate"
"3398",2002," Nov","Sudbury"," 65%","Hotel Occupancy Rate"
"3399",2002," Nov","North Central Ontario"," 0%","Hotel Occupancy Rate"
"3400",2002," Nov","Sault Ste Marie"," 44.3%","Hotel Occupancy Rate"
"3401",2002," Nov","North Western Ontario"," 64%","Hotel Occupancy Rate"
"3402",2002," Nov","Thunder Bay"," ","Hotel Occupancy Rate"
"3403",2002," Nov","Greater Toronto Area"," 66.3%","Hotel Occupancy Rate"
"3404",2002," Nov","Downtown Toronto"," 77.6%","Hotel Occupancy Rate"
"3405",2002," Nov","Toronto Airport"," 63.1%","Hotel Occupancy Rate"
"3406",2002," Nov","GTA West"," 57.8%","Hotel Occupancy Rate"
"3407",2002," Nov","GTA East North"," 57.3%","Hotel Occupancy Rate"
"3408",2002," Nov","London"," 58.9%","Hotel Occupancy Rate"
"3409",2002," Nov","Windsor"," 60.6%","Hotel Occupancy Rate"
"3410",2002," Nov","Niagara Falls"," 42.3%","Hotel Occupancy Rate"
"3411",2002," Nov","Other Niagara Region"," 44.1%","Hotel Occupancy Rate"
"3412",2002," Nov","Other Southern Ontario"," 47.2%","Hotel Occupancy Rate"
"3413",2002," Nov","Eastern Ontario"," 50.7%","Hotel Occupancy Rate"
"3414",2002," Nov","Kingston"," 55.1%","Hotel Occupancy Rate"
"3415",2002," Nov","Other Eastern Ontario"," 48.6%","Hotel Occupancy Rate"
"3416",2002," Nov","Ottawa"," 65.8%","Hotel Occupancy Rate"
"3417",2002," Nov","Downtown Ottawa"," 67.8%","Hotel Occupancy Rate"
"3418",2002," Nov","Ottawa West"," 56%","Hotel Occupancy Rate"
"3419",2002," Nov","Ottawa East"," 66%","Hotel Occupancy Rate"
"3420",2002," Nov","Greater Vancouver"," 52.9%","Hotel Occupancy Rate"
"3421",2002," Nov","Central Ontario"," 42%","Hotel Occupancy Rate"
"3422",2002," Nov","Downtown Vancouver"," 53.4%","Hotel Occupancy Rate"
"3423",2002," Nov","Vancouver Island"," 46.5%","Hotel Occupancy Rate"
"3424",2002," Nov","Whistler Resort Area"," 21.6%","Hotel Occupancy Rate"
"3425",2002," Nov","Alberta Resorts"," 45.8%","Hotel Occupancy Rate"
"3426",2002," Nov","Calgary"," 56.1%","Hotel Occupancy Rate"
"3427",2002," Nov","Edmonton"," 71.5%","Hotel Occupancy Rate"
"3428",2002," Nov","Regina"," 67.7%","Hotel Occupancy Rate"
"3429",2002," Nov","Winnipeg"," 63.7%","Hotel Occupancy Rate"
"3430",2002," Nov","Greater Montreal"," 63%","Hotel Occupancy Rate"
"3431",2002," Nov","Downtown Montreal"," 62.8%","Hotel Occupancy Rate"
"3432",2002," Nov","Montreal Airport Laval"," 62.9%","Hotel Occupancy Rate"
"3433",2002," Nov","Greater Quebec City"," 51.8%","Hotel Occupancy Rate"
"3434",2002," Nov","Moncton"," 59.8%","Hotel Occupancy Rate"
"3435",2002," Nov","Halifax Dartmouth"," 68.1%","Hotel Occupancy Rate"
"3436",2002," Nov","St Johns"," 67.4%","Hotel Occupancy Rate"
"3437",2002," Nov","Canada"," 56.5%","Hotel Occupancy Rate"
"3438",2002," Nov","British Columbia"," 45.9%","Hotel Occupancy Rate"
"3439",2002," Nov","Manitoba"," 59.8%","Hotel Occupancy Rate"
"3440",2002," Nov","New Brunswick"," 53.9%","Hotel Occupancy Rate"
"3441",2002," Nov","Nova Scotia"," 61.4%","Hotel Occupancy Rate"
"3442",2002," Nov","Ontario"," 60.2%","Hotel Occupancy Rate"
"3443",2002," Nov","Quebec"," 56.6%","Hotel Occupancy Rate"
"3444",2002," Nov","Saskatchewan"," 62%","Hotel Occupancy Rate"
"3445",2002," Nov","Newfoundland"," 59.9%","Hotel Occupancy Rate"
"3446",2002," Nov","Southern Ontario"," $50.06","Revenue per Available Room"
"3447",2002," Nov","Kitchener Waterloo Cambridge Guelph"," $59.61","Revenue per Available Room"
"3448",2002," Nov","Hamilton Brantford"," $51.46","Revenue per Available Room"
"3449",2002," Nov","North Eastern Ontario"," $46.32","Revenue per Available Room"
"3450",2002," Nov","North Bay"," $41.25","Revenue per Available Room"
"3451",2002," Nov","Sudbury"," $53","Revenue per Available Room"
"3452",2002," Nov","North Central Ontario"," $0","Revenue per Available Room"
"3453",2002," Nov","Sault Ste Marie"," $34.49","Revenue per Available Room"
"3454",2002," Nov","North Western Ontario"," $53.89","Revenue per Available Room"
"3455",2002," Nov","Thunder Bay"," ","Revenue per Available Room"
"3456",2002," Nov","Greater Toronto Area"," $84.11","Revenue per Available Room"
"3457",2002," Nov","Downtown Toronto"," $117.69","Revenue per Available Room"
"3458",2002," Nov","Toronto Airport"," $70.18","Revenue per Available Room"
"3459",2002," Nov","GTA West"," $57.76","Revenue per Available Room"
"3460",2002," Nov","GTA East North"," $61.77","Revenue per Available Room"
"3461",2002," Nov","London"," $54.62","Revenue per Available Room"
"3462",2002," Nov","Windsor"," $62.71","Revenue per Available Room"
"3463",2002," Nov","Niagara Falls"," $45.64","Revenue per Available Room"
"3464",2002," Nov","Other Niagara Region"," $37.71","Revenue per Available Room"
"3465",2002," Nov","Other Southern Ontario"," $41.37","Revenue per Available Room"
"3466",2002," Nov","Eastern Ontario"," $43.58","Revenue per Available Room"
"3467",2002," Nov","Kingston"," $50.82","Revenue per Available Room"
"3468",2002," Nov","Other Eastern Ontario"," $40.24","Revenue per Available Room"
"3469",2002," Nov","Ottawa"," $81.26","Revenue per Available Room"
"3470",2002," Nov","Downtown Ottawa"," $88.29","Revenue per Available Room"
"3471",2002," Nov","Ottawa West"," $57.79","Revenue per Available Room"
"3472",2002," Nov","Ottawa East"," $62.8","Revenue per Available Room"
"3473",2002," Nov","Greater Vancouver"," $53.24","Revenue per Available Room"
"3474",2002," Nov","Central Ontario"," $39.73","Revenue per Available Room"
"3475",2002," Nov","Downtown Vancouver"," $62.4","Revenue per Available Room"
"3476",2002," Nov","Vancouver Island"," $41.86","Revenue per Available Room"
"3477",2002," Nov","Whistler Resort Area"," $26.84","Revenue per Available Room"
"3478",2002," Nov","Alberta Resorts"," $55.61","Revenue per Available Room"
"3479",2002," Nov","Calgary"," $57.39","Revenue per Available Room"
"3480",2002," Nov","Edmonton"," $72.63","Revenue per Available Room"
"3481",2002," Nov","Regina"," $58.7","Revenue per Available Room"
"3482",2002," Nov","Winnipeg"," $60.2","Revenue per Available Room"
"3483",2002," Nov","Greater Montreal"," $78.14","Revenue per Available Room"
"3484",2002," Nov","Downtown Montreal"," $83.18","Revenue per Available Room"
"3485",2002," Nov","Montreal Airport Laval"," $62.61","Revenue per Available Room"
"3486",2002," Nov","Greater Quebec City"," $58.08","Revenue per Available Room"
"3487",2002," Nov","Moncton"," $55.34","Revenue per Available Room"
"3488",2002," Nov","Halifax Dartmouth"," $70.49","Revenue per Available Room"
"3489",2002," Nov","St Johns"," $69.65","Revenue per Available Room"
"3490",2002," Nov","Canada"," $59.47","Revenue per Available Room"
"3491",2002," Nov","British Columbia"," $43.25","Revenue per Available Room"
"3492",2002," Nov","Manitoba"," $53.05","Revenue per Available Room"
"3493",2002," Nov","New Brunswick"," $45.28","Revenue per Available Room"
"3494",2002," Nov","Nova Scotia"," $59.02","Revenue per Available Room"
"3495",2002," Nov","Ontario"," $68.94","Revenue per Available Room"
"3496",2002," Nov","Quebec"," $65.84","Revenue per Available Room"
"3497",2002," Nov","Saskatchewan"," $53.51","Revenue per Available Room"
"3498",2002," Nov","Newfoundland"," $57.47","Revenue per Available Room"
"3499",2002," Oct","Southern Ontario"," $105.04","Average Daily Rate"
"3500",2002," Oct","Kitchener Waterloo Cambridge Guelph"," $94.75","Average Daily Rate"
"3501",2002," Oct","Hamilton Brantford"," $90.15","Average Daily Rate"
"3502",2002," Oct","North Eastern Ontario"," $81.67","Average Daily Rate"
"3503",2002," Oct","North Bay"," $88.27","Average Daily Rate"
"3504",2002," Oct","Sudbury"," $83.77","Average Daily Rate"
"3505",2002," Oct","North Central Ontario"," $0","Average Daily Rate"
"3506",2002," Oct","Sault Ste Marie"," $92.61","Average Daily Rate"
"3507",2002," Oct","North Western Ontario"," $85.29","Average Daily Rate"
"3508",2002," Oct","Thunder Bay"," ","Average Daily Rate"
"3509",2002," Oct","Greater Toronto Area"," $133.19","Average Daily Rate"
"3510",2002," Oct","Downtown Toronto"," $166.93","Average Daily Rate"
"3511",2002," Oct","Toronto Airport"," $112.59","Average Daily Rate"
"3512",2002," Oct","GTA West"," $101.18","Average Daily Rate"
"3513",2002," Oct","GTA East North"," $109.36","Average Daily Rate"
"3514",2002," Oct","London"," $94.41","Average Daily Rate"
"3515",2002," Oct","Windsor"," $104.76","Average Daily Rate"
"3516",2002," Oct","Niagara Falls"," $124.96","Average Daily Rate"
"3517",2002," Oct","Other Niagara Region"," $87.55","Average Daily Rate"
"3518",2002," Oct","Other Southern Ontario"," $96.19","Average Daily Rate"
"3519",2002," Oct","Eastern Ontario"," $91.21","Average Daily Rate"
"3520",2002," Oct","Kingston"," $101.67","Average Daily Rate"
"3521",2002," Oct","Other Eastern Ontario"," $85.04","Average Daily Rate"
"3522",2002," Oct","Ottawa"," $129.67","Average Daily Rate"
"3523",2002," Oct","Downtown Ottawa"," $138.05","Average Daily Rate"
"3524",2002," Oct","Ottawa West"," $103.14","Average Daily Rate"
"3525",2002," Oct","Ottawa East"," $96.87","Average Daily Rate"
"3526",2002," Oct","Greater Vancouver"," $112.05","Average Daily Rate"
"3527",2002," Oct","Central Ontario"," $114.59","Average Daily Rate"
"3528",2002," Oct","Downtown Vancouver"," $135.39","Average Daily Rate"
"3529",2002," Oct","Vancouver Island"," $102.08","Average Daily Rate"
"3530",2002," Oct","Whistler Resort Area"," $108.93","Average Daily Rate"
"3531",2002," Oct","Alberta Resorts"," $154.02","Average Daily Rate"
"3532",2002," Oct","Calgary"," $103.36","Average Daily Rate"
"3533",2002," Oct","Edmonton"," $96.3","Average Daily Rate"
"3534",2002," Oct","Regina"," $82.04","Average Daily Rate"
"3535",2002," Oct","Winnipeg"," $95.36","Average Daily Rate"
"3536",2002," Oct","Greater Montreal"," $141.4","Average Daily Rate"
"3537",2002," Oct","Downtown Montreal"," $153.73","Average Daily Rate"
"3538",2002," Oct","Montreal Airport Laval"," $100.7","Average Daily Rate"
"3539",2002," Oct","Greater Quebec City"," $151.69","Average Daily Rate"
"3540",2002," Oct","Moncton"," $94.23","Average Daily Rate"
"3541",2002," Oct","Halifax Dartmouth"," $121.16","Average Daily Rate"
"3542",2002," Oct","St Johns"," $113.93","Average Daily Rate"
"3543",2002," Oct","Canada"," $112.87","Average Daily Rate"
"3544",2002," Oct","British Columbia"," $102.85","Average Daily Rate"
"3545",2002," Oct","Manitoba"," $89.11","Average Daily Rate"
"3546",2002," Oct","New Brunswick"," $86.71","Average Daily Rate"
"3547",2002," Oct","Nova Scotia"," $110.3","Average Daily Rate"
"3548",2002," Oct","Ontario"," $120.23","Average Daily Rate"
"3549",2002," Oct","Quebec"," $133.36","Average Daily Rate"
"3550",2002," Oct","Saskatchewan"," $82.69","Average Daily Rate"
"3551",2002," Oct","Newfoundland"," $102.37","Average Daily Rate"
"3552",2002," Oct","Southern Ontario"," 63%","Hotel Occupancy Rate"
"3553",2002," Oct","Kitchener Waterloo Cambridge Guelph"," 66%","Hotel Occupancy Rate"
"3554",2002," Oct","Hamilton Brantford"," 60.5%","Hotel Occupancy Rate"
"3555",2002," Oct","North Eastern Ontario"," 68.3%","Hotel Occupancy Rate"
"3556",2002," Oct","North Bay"," 60.6%","Hotel Occupancy Rate"
"3557",2002," Oct","Sudbury"," 76.8%","Hotel Occupancy Rate"
"3558",2002," Oct","North Central Ontario"," 0%","Hotel Occupancy Rate"
"3559",2002," Oct","Sault Ste Marie"," 69.7%","Hotel Occupancy Rate"
"3560",2002," Oct","North Western Ontario"," 73.9%","Hotel Occupancy Rate"
"3561",2002," Oct","Thunder Bay"," ","Hotel Occupancy Rate"
"3562",2002," Oct","Greater Toronto Area"," 68%","Hotel Occupancy Rate"
"3563",2002," Oct","Downtown Toronto"," 75.3%","Hotel Occupancy Rate"
"3564",2002," Oct","Toronto Airport"," 64.4%","Hotel Occupancy Rate"
"3565",2002," Oct","GTA West"," 65.2%","Hotel Occupancy Rate"
"3566",2002," Oct","GTA East North"," 61.6%","Hotel Occupancy Rate"
